"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.242267494E0,2.242901921E-1,1.894494891E-1,-2.457618713E-3,2.936038813E-1
7.252368813E0,2.544267774E-1,1.987549365E-1,-2.031230927E-2,3.234951309E-1
7.262409096E0,2.661978602E-1,2.199043334E-1,-3.872203827E-2,3.474458416E-1
7.272479897E0,2.787418365E-1,2.380329669E-1,-1.545333862E-2,3.668726079E-1
7.282550697E0,2.694504261E-1,2.775350511E-1,9.369850159E-3,3.869328505E-1
7.292621498E0,2.517809272E-1,2.850695550E-1,5.013656616E-2,3.836299803E-1
7.302692299E0,2.248767614E-1,3.085485995E-1,5.135631561E-2,3.852392338E-1
7.312793617E0,2.029109597E-1,3.156245947E-1,-1.273155212E-3,3.752244172E-1
7.322833901E0,1.782110929E-1,3.305625618E-1,-1.685142517E-2,3.759185702E-1
7.333728676E0,1.688044071E-1,3.455778360E-1,1.380062103E-2,3.848498743E-1
7.342975502E0,1.354030371E-1,3.624083996E-1,5.499458313E-2,3.907662149E-1
7.353076821E0,1.100623608E-1,3.676890731E-1,9.366512299E-2,3.950723136E-1
7.363147621E0,7.976955175E-2,3.612148464E-1,8.996772766E-2,3.807013773E-1
7.373187905E0,6.612169743E-2,3.549564183E-1,4.993152618E-2,3.644986901E-1
7.383258705E0,4.772198200E-2,3.350267112E-1,5.463886261E-2,3.427910298E-1
7.393329506E0,2.356350422E-2,3.394795656E-1,9.910392761E-2,3.544336365E-1
7.403430824E0,1.293969154E-2,3.050205708E-1,1.478681564E-1,3.392196573E-1
7.413501625E0,-3.687322140E-3,3.023757935E-1,1.036005020E-1,3.196525940E-1
7.423541908E0,-9.936481714E-3,2.859392762E-1,8.510208130E-2,2.985001970E-1
7.433948403E0,-2.811670303E-2,2.625133395E-1,1.007766724E-1,2.825946569E-1
7.443683510E0,-6.073611975E-2,2.236725688E-1,7.543945312E-2,2.437404467E-1
7.453754311E0,-7.201623917E-2,1.809344292E-1,-5.191802979E-3,1.948090377E-1
7.463825112E0,-9.449923038E-2,1.581175923E-1,3.142929077E-2,1.868664707E-1
7.473895912E0,-1.121764779E-1,1.366513371E-1,4.716777802E-2,1.829807351E-1
7.483966713E0,-1.281139851E-1,9.563386440E-2,1.203918457E-2,1.603245806E-1
7.494068031E0,-1.539338231E-1,7.219409943E-2,-3.060626984E-2,1.727551841E-1
7.504138832E0,-1.893066168E-1,3.450524807E-2,-3.999996185E-2,1.965390655E-1
7.514484291E0,-2.205945849E-1,1.599413157E-2,-5.109786987E-3,2.212326673E-1
7.524341469E0,-2.022525668E-1,-2.475202084E-3,-1.246166229E-2,2.026512286E-1
7.535541420E0,-1.752588153E-1,-1.165580750E-2,-8.899784088E-2,1.969063886E-1
7.544727211E0,-1.566874385E-1,-1.415830851E-2,-1.485128403E-1,2.163503520E-1
7.554859047E0,-1.711412668E-1,-3.451359272E-2,-1.429872513E-1,2.256676213E-1
7.565021401E0,-1.752749085E-1,-4.262626171E-2,-1.075553894E-1,2.100153650E-1
7.575122719E0,-1.653761268E-1,-6.086736917E-2,-7.215404510E-2,1.904213910E-1
7.585956459E0,-1.482994556E-1,-7.273310423E-2,-1.102533340E-1,1.985916178E-1
7.595386391E0,-1.508787274E-1,-8.361333609E-2,-1.586465836E-1,2.343593797E-1
7.605487709E0,-1.417931318E-1,-9.644663334E-2,-1.001253128E-1,1.985757376E-1
7.615650063E0,-1.306946278E-1,-1.244726181E-1,-7.885169983E-2,1.969571246E-1
7.625781899E0,-1.165145040E-1,-1.371092200E-1,-6.117820740E-2,1.900456285E-1
7.635913735E0,-1.056833863E-1,-1.371704340E-1,-1.922512054E-2,1.742248873E-1
7.646015053E0,-9.926956892E-2,-1.308575869E-1,-1.626873016E-2,1.650540122E-1
7.656116371E0,-7.165229321E-2,-1.282361746E-1,-1.167011261E-2,1.473592858E-1
7.666278725E0,-6.174129248E-2,-1.285932064E-1,2.748203278E-2,1.452703069E-1
7.676410561E0,-6.431478262E-2,-1.595891714E-1,4.624271393E-2,1.781670101E-1
7.686542397E0,-5.638891459E-2,-1.635326147E-1,9.404182434E-3,1.732370180E-1
7.696674233E0,-5.797559023E-2,-1.725514531E-1,2.934265137E-2,1.843804876E-1
7.706806069E0,-5.083626509E-2,-1.656344831E-1,6.134605408E-2,1.838000168E-1
7.716937905E0,-5.262273550E-2,-1.688011885E-1,2.978610992E-2,1.793047848E-1
7.727039223E0,-3.928977251E-2,-1.990468800E-1,-3.023147583E-3,2.029100443E-1
7.738147621E0,-4.492741823E-2,-1.929872334E-1,-1.507663727E-2,1.987205328E-1
7.747333412E0,-4.168933630E-2,-1.958174407E-1,3.923416138E-2,2.040141914E-1
7.757434731E0,-3.972440958E-2,-2.089521587E-1,6.049442291E-2,2.211302977E-1
7.767566567E0,-3.261822462E-2,-2.170322537E-1,1.508331299E-2,2.199873953E-1
7.777698403E0,-4.331648350E-3,-1.762412190E-1,-2.779960632E-3,1.763163596E-1
7.787891274E0,2.184808254E-3,-1.906184852E-1,2.040863037E-4,1.906311148E-1
7.797931557E0,1.656717062E-2,-1.767419577E-1,2.334022522E-2,1.790445667E-1
7.808093910E0,1.775544882E-2,-1.864709854E-1,3.934764862E-2,1.914025126E-1
7.818225746E0,3.163349628E-2,-1.738979518E-1,4.035186768E-2,1.812993353E-1
7.828266030E0,3.289484978E-2,-1.733081639E-1,1.990509033E-2,1.775218393E-1
7.838306313E0,4.567825794E-2,-1.490050256E-1,7.677078247E-3,1.560382595E-1
7.848438149E0,7.482123375E-2,-1.313087940E-1,-1.629734039E-2,1.520059858E-1
7.856586342E0,7.482123375E-2,-1.313087940E-1,-1.629734039E-2,1.520059858E-1
7.866687660E0,9.200388193E-2,-1.171082258E-1,-2.386665344E-2,1.508266157E-1
7.876727944E0,9.008759260E-2,-9.988522530E-2,-8.601188660E-3,1.347843204E-1
7.886798744E0,1.021298170E-1,-7.109692693E-2,-6.573677063E-3,1.246133451E-1
7.896900063E0,1.363384128E-1,-3.459516168E-2,-5.380535126E-2,1.505988175E-1
7.906940346E0,1.699819565E-1,3.005653620E-3,-7.398986816E-2,1.854114346E-1
7.917041664E0,1.660416722E-1,3.125527501E-2,-4.985809326E-3,1.690313208E-1
7.927112465E0,1.518338323E-1,7.592418790E-2,3.915023804E-2,1.742146264E-1
7.938129311E0,1.508290172E-1,1.144725978E-1,4.362773895E-2,1.943109561E-1
7.947223549E0,1.897715926E-1,1.164536476E-1,-2.321434021E-2,2.238607045E-1
7.957324867E0,1.903784275E-1,1.299180388E-1,-3.226375580E-2,2.327307294E-1
7.967395668E0,1.794157028E-1,1.458394229E-1,2.377128601E-2,2.324310774E-1
7.977435951E0,1.526079774E-1,1.595043242E-1,2.066326141E-2,2.217155713E-1
7.987506752E0,1.509873271E-1,1.628606021E-1,-6.059646606E-3,2.221654068E-1
7.997608071E0,1.413228512E-1,1.643792391E-1,-1.280498505E-2,2.171558200E-1
8.007678871E0,1.244579554E-1,1.820429265E-1,-1.641941071E-2,2.211311982E-1
8.017719155E0,1.122115254E-1,1.991178393E-1,-1.992225647E-3,2.285679535E-1
8.027820473E0,8.879441023E-2,1.884242892E-1,4.552555084E-2,2.132152336E-1
8.037891274E0,7.831203938E-2,1.566846967E-1,2.722263336E-2,1.772679933E-1
8.047931557E0,7.166010141E-2,1.740296185E-1,5.987167358E-2,1.974996090E-1
8.058002358E0,4.034638405E-2,1.554992497E-1,7.349681854E-2,1.766624739E-1
8.068103676E0,4.652410746E-2,1.439586282E-1,5.485153198E-2,1.609262867E-1
8.078174477E0,2.472132444E-2,1.356789768E-1,9.121131897E-2,1.653464040E-1
8.088245278E0,2.736353874E-2,1.271148026E-1,9.395313263E-2,1.604186006E-1
8.098285561E0,2.702665329E-2,1.552689970E-1,6.536293030E-2,1.706200869E-1
8.108264809E0,1.339638233E-2,1.483675838E-1,4.467296600E-2,1.555251647E-1
8.118457680E0,-6.136894226E-3,1.254857779E-1,1.483440399E-2,1.265085035E-1
8.128528481E0,-1.866173744E-2,8.658105135E-2,-7.013416290E-2,1.129749517E-1
8.139514809E0,-3.250956535E-2,6.055200100E-2,-6.143951416E-2,9.218584796E-2
8.148670082E0,-6.266677380E-2,4.348844290E-2,-8.474349976E-3,7.674753293E-2
8.158740883E0,-6.810045242E-2,5.534344912E-2,-2.381229401E-2,9.092631262E-2
8.168781166E0,-8.608239889E-2,4.425030947E-2,-2.301883698E-2,9.948937703E-2
8.178882485E0,-9.536713362E-2,4.335057735E-2,-2.456760406E-2,1.075998601E-1
8.188953285E0,-1.066433787E-1,7.773697376E-3,-1.854228973E-2,1.085221503E-1
8.198993569E0,-1.169832349E-1,-1.505315304E-2,-3.875160217E-2,1.241505591E-1
8.209064369E0,-1.368020773E-1,-3.133708239E-2,2.469062805E-3,1.403670807E-1
8.219165688E0,-1.270352006E-1,-3.260827065E-2,-9.192466736E-3,1.314752560E-1
8.229236488E0,-1.175938845E-1,-1.473563910E-2,-6.442070007E-2,1.348906495E-1
8.239276772E0,-1.090425253E-1,-3.623694181E-2,-7.038593292E-2,1.347500198E-1
8.249347572E0,-7.937371731E-2,-2.634119987E-2,-4.199123383E-2,9.358049759E-2
8.259418373E0,-9.640467167E-2,-2.894419432E-2,-9.350776672E-3,1.010893868E-1
8.269519692E0,-1.099621058E-1,-3.202092648E-2,3.146457672E-2,1.187729937E-1
8.279559975E0,-9.993940592E-2,-3.443461657E-2,1.941204071E-2,1.074730431E-1
8.289661293E0,-8.561921120E-2,-3.443729877E-2,-3.908538818E-2,1.002209781E-1
8.299732094E0,-7.118636370E-2,-3.386461735E-2,-5.225276947E-2,9.457622641E-2
8.309802895E0,-7.807660103E-2,-2.291220427E-2,-3.059387207E-3,8.142655944E-2
8.319843178E0,-7.836508751E-2,-2.329897881E-2,-1.222038269E-2,8.266357787E-2
8.329913979E0,-6.070774794E-2,-4.160904884E-2,-2.685832977E-2,7.834611339E-2
8.340808754E0,-5.751889944E-2,-2.691742778E-2,-8.602142334E-3,6.408563461E-2
8.350086098E0,-5.965787172E-2,-3.528326750E-2,-2.799224854E-2,7.474982677E-2
8.360156899E0,-3.221046925E-2,-3.005087376E-2,-2.011203766E-2,4.842585468E-2
8.370227699E0,-5.659556389E-2,-2.847391367E-2,2.337837219E-2,6.753051087E-2
8.380298500E0,-6.397217512E-2,-4.835200310E-2,1.622676849E-2,8.181481167E-2
8.390369301E0,-5.026090145E-2,-6.236070395E-2,-2.250671387E-3,8.012540878E-2
8.400440102E0,-4.975080490E-2,-8.169925213E-2,3.030776978E-3,9.570316607E-2
8.410510903E0,-5.676555634E-2,-8.764904737E-2,-5.167961121E-3,1.045532960E-1
8.420551186E0,-5.024182796E-2,-9.571629763E-2,-9.393692017E-4,1.081051956E-1
8.430621987E0,-6.535279751E-2,-9.484153986E-2,2.455043793E-2,1.177651469E-1
8.440692787E0,-5.565178394E-2,-1.015185118E-1,3.761196136E-2,1.217283407E-1
8.450763588E0,-2.833795547E-2,-1.045066416E-1,1.147460938E-2,1.088868428E-1
8.460834389E0,-1.581448317E-2,-9.754204750E-2,-1.088523865E-2,9.941346654E-2
8.470905190E0,-1.356154680E-2,-9.314012527E-2,2.650070190E-2,9.778182699E-2
8.481006508E0,-1.542526484E-2,-9.292647243E-2,3.545570374E-2,1.006497640E-1
8.491077309E0,1.286345720E-2,-9.388521314E-2,1.807785034E-2,9.647129340E-2
8.501148110E0,1.938199997E-2,-8.438363671E-2,1.226806641E-2,8.744578618E-2
8.511188393E0,2.220219374E-2,-7.347300649E-2,-3.186225891E-3,7.682038873E-2
8.521259194E0,3.939831257E-2,-5.886977911E-2,-1.354217529E-3,7.084992471E-2
8.531329994E0,5.776172876E-2,-4.302754998E-2,-2.459526062E-3,7.206827760E-2
8.542255287E0,8.129513264E-2,-1.902556419E-2,-2.494525909E-2,8.713860588E-2
8.551471596E0,8.784842491E-2,1.112368703E-2,-4.320049286E-2,9.852595981E-2
8.561542397E0,1.219430566E-1,3.158012033E-2,-9.905052185E-2,1.602448718E-1
8.571613197E0,1.340886950E-1,5.541098118E-2,-6.680870056E-2,1.597296386E-1
8.581683998E0,1.018444896E-1,7.728222013E-2,3.262138367E-2,1.319431555E-1
8.591785317E0,9.613388777E-2,1.088380218E-1,6.160926819E-2,1.577439104E-1
8.601856117E0,1.201139688E-1,1.034843326E-1,1.732635498E-2,1.594884798E-1
8.611896401E0,1.323205829E-1,1.179710627E-1,-2.953720093E-2,1.797174296E-1
8.621967201E0,1.169062853E-1,1.047755778E-1,1.136112213E-2,1.573978282E-1
8.632068520E0,8.929115534E-2,1.001178026E-1,6.653118134E-2,1.497427224E-1
8.642139321E0,8.573955297E-2,1.129909754E-1,7.878303528E-2,1.622498016E-1
8.652179604E0,1.008177400E-1,9.823572636E-2,1.829242706E-2,1.419474815E-1
8.662250405E0,1.119270325E-1,9.553647041E-2,-1.066684723E-2,1.475420598E-1
8.672321205E0,1.093466282E-1,8.655509353E-2,-3.363609314E-3,1.394983268E-1
8.682422524E0,5.884045362E-2,7.905313373E-2,4.881668091E-2,1.099757486E-1
8.692493324E0,5.108231306E-2,5.905708671E-2,4.140758514E-2,8.838399349E-2
8.702564125E0,5.921792984E-2,4.378387332E-2,1.225280762E-2,7.465870393E-2
8.712604408E0,6.593185663E-2,2.438822389E-2,-1.072311401E-2,7.111104244E-2
8.722705727E0,5.736207962E-2,3.919571638E-2,-1.903915405E-2,7.203611419E-2
8.732776528E0,2.363389730E-2,2.110350132E-2,4.738807678E-3,3.203709050E-2
8.743762856E0,2.284610271E-2,1.056170464E-2,5.722427368E-2,6.251489033E-2
8.752887612E0,1.282143593E-2,-5.986034870E-3,4.086208344E-2,4.324270685E-2
8.762988930E0,1.355934143E-2,-3.587684035E-2,-1.778984070E-2,4.227862162E-2
8.773029213E0,1.483315229E-2,-3.640672565E-2,-2.876091003E-2,4.870997870E-2
8.783100014E0,-1.284581423E-2,-2.941110730E-2,-2.085494995E-2,3.827475818E-2
8.793201332E0,-2.283126116E-2,-4.000961781E-2,2.149486542E-2,5.083370184E-2
8.803272133E0,-3.828066587E-2,-3.287914395E-2,3.928947449E-2,6.395397011E-2
8.813342934E0,-3.526413441E-2,-3.178316355E-2,-5.990028381E-3,4.784985998E-2
8.823383217E0,-2.888184786E-2,-3.709578514E-2,-3.182411194E-2,5.677175805E-2
8.833454018E0,-4.064851999E-2,-4.338183999E-2,-2.903747559E-2,6.616238514E-2
8.843524819E0,-6.128609180E-2,-4.425156116E-2,1.764106750E-2,7.762340483E-2
8.853595619E0,-7.138258219E-2,-4.335176945E-2,1.532745361E-2,8.491042214E-2
8.863666420E0,-6.264585257E-2,-1.818844676E-2,-2.568721771E-2,7.010817066E-2
8.873767738E0,-7.212179899E-2,-1.237535477E-2,-3.292846680E-2,8.024330016E-2
8.883808022E0,-7.203352451E-2,-4.725998640E-2,-3.877830505E-2,9.447799697E-2
8.893878822E0,-7.542920113E-2,-3.816208243E-2,-4.625320435E-4,8.453474347E-2
8.903949623E0,-8.968585730E-2,-3.225845098E-2,1.459789276E-2,9.642229582E-2
8.914020424E0,-6.933540106E-2,-2.481108904E-2,-2.002048492E-2,7.631387682E-2
8.924121742E0,-6.470847130E-2,-4.897356033E-3,-3.439807892E-2,7.344656688E-2
8.934162026E0,-5.504369736E-2,-1.977926493E-2,-3.036022186E-2,6.589970418E-2
8.945056801E0,-7.055509090E-2,-1.043212414E-2,-5.629539490E-3,7.154398494E-2
8.954303627E0,-7.515060902E-2,-8.358627558E-3,-4.852294922E-3,7.576955494E-2
8.964374428E0,-6.743878126E-2,-8.655250072E-3,-5.280494690E-3,6.819667291E-2
8.974475746E0,-7.328867912E-2,1.014471054E-2,-8.570671082E-3,7.448222635E-2
8.984516030E0,-7.201099396E-2,6.340265274E-3,-1.060104370E-2,7.306274250E-2
8.994586830E0,-3.952032328E-2,7.294178009E-3,-2.355194092E-2,4.658062801E-2
9.004657631E0,-4.051876068E-2,1.109257340E-2,-1.524448395E-2,4.469014928E-2
9.014728432E0,-4.841649532E-2,2.634325624E-2,-2.168369293E-2,5.923096072E-2
9.024829750E0,-5.780625343E-2,2.314937115E-2,1.606941223E-3,6.228995570E-2
9.034900551E0,-4.604101181E-2,2.180245519E-2,3.293991089E-3,5.104872376E-2
9.044940834E0,-3.120166063E-2,-2.642542124E-3,-2.575588226E-2,4.054493959E-2
9.055011635E0,-2.321428061E-2,2.753588557E-2,5.617141724E-4,3.602004083E-2
9.065082436E0,-2.069997787E-2,3.818213940E-2,4.599571228E-3,4.367517497E-2
9.075183754E0,-5.554795265E-3,3.690940142E-2,-6.542205811E-3,3.789406445E-2
9.085254555E0,4.468739033E-3,2.641597390E-2,-9.229660034E-3,2.833654760E-2
9.095294838E0,1.589864492E-2,3.016698360E-2,-4.290580750E-3,3.436892337E-2
9.105365639E0,2.520704269E-2,2.511987090E-2,-1.687717438E-2,3.938580874E-2
9.115436440E0,2.668255568E-2,3.353089094E-2,1.621246338E-3,4.288248902E-2
9.125537758E0,4.662036896E-2,2.952215075E-2,1.429653168E-2,5.700357011E-2
9.135578041E0,6.589359045E-2,5.805316567E-2,1.787662506E-2,8.961980267E-2
9.146930580E0,6.138134003E-2,3.065928817E-2,-8.010864258E-5,6.861244254E-2
9.155719643E0,7.148945332E-2,2.326524258E-2,-1.817703247E-3,7.520184501E-2
9.165790444E0,6.447494030E-2,2.769654989E-2,5.189895630E-3,7.036371095E-2
9.175891762E0,7.042360306E-2,2.736333013E-2,2.990055084E-2,8.125440692E-2
9.185932045E0,6.981664896E-2,2.239492536E-2,3.526115417E-2,8.135874967E-2
9.196033363E0,7.038044930E-2,7.768511772E-3,8.626937866E-3,7.133149007E-2
9.206104164E0,6.803441048E-2,1.271638274E-2,1.124477386E-2,7.012012791E-2
9.216144447E0,5.418771505E-2,4.769921303E-3,3.342342377E-2,6.384501444E-2
9.226245766E0,5.701303482E-2,1.791557670E-2,2.537631989E-2,6.492620148E-2
9.236316567E0,4.875528812E-2,1.905891299E-2,2.104949951E-2,5.642164225E-2
9.246387367E0,4.944586754E-2,-8.775681257E-3,1.514148712E-2,5.245160656E-2
9.256549721E0,4.142558575E-2,-2.295306325E-2,2.215957642E-2,5.228737031E-2
9.266620522E0,2.268379927E-2,-1.698115468E-2,-1.039505005E-2,3.018230324E-2
9.276752358E0,1.151406765E-2,-9.467780590E-3,6.147384644E-3,1.612460732E-2
9.286914711E0,1.461130381E-2,-3.114467859E-2,4.181480408E-2,5.414756729E-2
9.297717934E0,6.601691246E-3,-4.919323325E-2,3.868007660E-2,6.292618573E-2
9.307178383E0,2.142679691E-2,-5.276027322E-2,-2.914714813E-2,6.397116773E-2
9.317310219E0,1.491576433E-2,-3.827220201E-2,-3.627300262E-2,5.479938131E-2
9.327411537E0,-3.659725189E-5,-4.972586036E-2,8.331298828E-3,5.041897528E-2
9.337543373E0,-5.832195282E-3,-6.832030416E-2,2.830600739E-2,7.418159149E-2
9.348621254E0,-1.488614082E-2,-5.677986145E-2,-5.619049072E-3,5.896713973E-2
9.357654457E0,6.552338600E-4,-4.100731015E-2,-7.157325745E-3,4.163239279E-2
9.367786293E0,-3.422915936E-3,-4.831349850E-2,-1.792240143E-2,5.164419584E-2
9.377918129E0,7.475018501E-4,-5.307510495E-2,-1.616001129E-2,5.548577736E-2
9.388324623E0,-3.225874901E-2,-4.146757722E-2,2.197647095E-2,5.694867973E-2
9.398181801E0,-2.251034975E-2,-3.487852216E-2,2.183437347E-2,4.690380602E-2
9.408313637E0,-1.077115536E-2,-4.238900542E-2,-2.981090546E-2,5.292953479E-2
9.418445473E0,-1.676940918E-2,-2.652087808E-2,-3.633975983E-2,4.801195895E-2
9.428546791E0,-8.112609386E-3,-1.405796409E-2,1.173305511E-2,2.002761513E-2
9.438953285E0,-2.924466133E-2,-2.847313881E-4,8.450508118E-3,3.044244366E-2
9.448810463E0,-3.976345062E-3,1.465290785E-3,-5.711555481E-3,7.111980255E-3
9.458942299E0,-1.425743103E-2,1.008954644E-2,-8.426666260E-3,1.939283350E-2
9.469348793E0,-1.146638393E-2,1.496005058E-2,-2.260112762E-2,2.942944179E-2
9.479480629E0,-3.076088428E-2,2.372449636E-2,-5.652427673E-3,3.925600169E-2
9.489337807E0,-2.857023478E-2,2.697521448E-2,1.189708710E-2,4.105436874E-2
9.499469643E0,-4.266303778E-2,2.839180827E-2,8.609771729E-3,5.196496645E-2
9.509601479E0,-3.660941124E-2,3.728377819E-2,8.001327515E-4,5.225867698E-2
9.520007973E0,-1.687765121E-2,3.025892377E-2,1.983642578E-4,3.464818793E-2
9.529865151E0,-5.326211452E-3,3.560760617E-2,-7.329368591E-2,8.165925876E-2
9.539996987E0,4.114449024E-3,4.251852632E-2,-1.068496704E-2,4.403319534E-2
9.550891762E0,-7.124853134E-2,6.309372187E-2,3.075027466E-2,1.000137508E-1
9.560260658E0,-4.456532001E-2,4.362964630E-2,2.451801300E-2,6.701303415E-2
9.570361977E0,-2.571886778E-2,5.086317658E-2,-1.168251038E-3,5.700778633E-2
9.580402260E0,-3.644043207E-2,5.378454924E-2,5.803108215E-3,6.522544665E-2
9.590503578E0,-4.621464014E-2,3.927707672E-2,1.313209534E-2,6.205589132E-2
9.600849037E0,-4.873043299E-2,3.506204486E-2,2.542400360E-2,6.519495416E-2
9.608905678E0,-4.873043299E-2,3.506204486E-2,2.542400360E-2,6.519495416E-2
9.618976479E0,7.292509079E-3,5.820158124E-2,-3.212261200E-2,6.687650521E-2
9.629047280E0,-1.088678837E-2,3.890058398E-2,-2.584552765E-2,4.795590573E-2
9.639118080E0,1.608538628E-2,3.065657616E-2,-2.324390411E-2,4.169945313E-2
9.649188881E0,1.728969812E-2,1.286375523E-2,-9.164810181E-3,2.341801882E-2
